step,decision_id,rank,symbol,score,score_tilt,hawkes_buy,hawkes_sell,hit_count,ou_mu,ou_initialized,mid,best_limit,active,chosen,gate
0,1,42,LRCX,10,1,10,10,0,263.745,1,263.745,263.745,0,0,
0,1,43,AMAT,10,1,10,10,0,398.91,1,398.91,398.91,0,0,
0,1,44,ASML,10,1,10,10,0,1468.55,1,1468.55,1468.55,0,0,
0,1,45,LMT,10,1,10,10,0,615.985,1,615.985,615.985,0,0,
0,1,46,AMD,10,1,10,10,0,245.83,1,245.83,245.83,0,0,
0,1,47,RTX,10,1,10,10,0,201.91,1,201.91,201.91,0,0,
0,1,48,DD,10,1,10,10,0,47.01,1,47.01,47.01,0,0,
0,1,49,APD,10,1,10,10,0,299.705,1,299.705,299.705,0,0,
0,2,0,CDNS,15,1,15,10,0,266.44,1,266.44,266.44,1,0,
0,2,1,TTE,15,1,15,10,0,93.065,1,93.065,93.065,1,0,
0,2,2,NOK,15,1,15,10,0,9.765,1,9.765,9.765,1,1,
0,2,3,OKLO,15,1,15,10,0,48.775,1,48.775,48.775,0,0,
0,2,4,NVDA,15,1,15,10,0,185.975,1,185.975,185.975,0,0,
0,2,5,INTC,15,1,15,10,0,62.925,1,62.925,62.925,0,0,
0,2,6,MU,15,1,15,10,0,417.63,1,417.63,417.63,0,0,
0,2,7,QCOM,15,1,15,10,0,127.7,1,127.7,127.7,0,0,
0,2,8,ARM,15,1,15,10,0,148.19,1,148.19,148.19,0,0,
0,2,9,KLAC,15,1,15,10,0,1740.13,1,1740.13,1740.13,0,0,
0,2,10,SNPS,15,1,15,10,0,391.32,1,391.32,391.32,0,0,
0,2,11,MKSI,15,1,15,10,0,267.82,1,267.82,267.82,0,0,
0,2,12,ENTG,15,1,15,10,0,134.115,1,134.115,134.115,0,0,
0,2,13,WDC,15,1,15,10,0,344.28,1,344.28,344.28,0,0,
0,2,14,PSTG,15,1,15,10,0,100,0,100.85,100.85,0,0,
0,2,15,HPQ,15,1,15,10,0,18.275,1,18.275,18.275,0,0,
0,2,16,SMCI,15,1,15,10,0,25.02,1,25.02,25.02,0,0,
0,2,17,CSCO,15,1,15,10,0,82.07,1,82.07,82.07,0,0,
0,2,18,HPE,15,1,15,10,0,24.4,1,24.4,24.4,0,0,
0,2,19,IBM,15,1,15,10,0,233.025,1,233.025,233.025,0,0,
0,2,20,KEYS,15,1,15,10,0,323.01,1,323.01,323.01,0,0,
0,2,21,SNDK,15,1,15,10,0,876.295,1,876.295,876.295,0,0,
0,2,22,CEG,15,1,15,10,0,284.335,1,284.335,284.335,0,0,
0,2,23,NIO,15,1,15,10,0,6.57,1,6.57,6.57,0,0,
0,2,24,AWK,15,1,15,10,0,136.48,1,136.48,136.48,0,0,
0,2,25,LEA,15,1,15,10,0,122.535,1,122.535,122.535,0,0,
0,2,26,IMOS,15,1,15,10,0,40,1,40,40,0,0,
0,2,27,TSM,15,1,15,10,0,370.075,1,370.075,370.075,0,0,
0,2,28,HWM,15,1,15,10,0,252.515,1,252.515,252.515,0,0,
0,2,29,TSEM,15,1,15,10,0,202.21,1,202.21,202.21,0,0,
0,2,30,NOC,15,1,15,10,0,678.84,1,678.84,678.84,0,0,
0,2,31,GSM,15,1,15,10,0,4.21785,1,4.21785,4.21785,0,0,
0,2,32,UMC,15,1,15,10,0,9.4711,1,9.4711,9.4711,0,0,
0,2,33,GFS,15,1,15,10,0,48.555,1,48.555,48.555,0,0,
0,2,34,AMKR,10,1,10,10,0,57.665,1,57.665,57.665,0,0,
0,2,35,XPEV,10,1,10,10,0,17.32,1,17.32,17.32,0,0,
0,2,36,ASX,10,1,10,10,0,26.06,1,26.06,26.06,0,0,
0,2,37,DELL,10,1,10,10,0,179,1,179,179,0,0,
0,2,38,STX,10,1,10,10,0,499.73,1,499.73,499.73,0,0,
0,2,39,AAPL,10,1,10,10,0,259.925,1,259.925,259.925,0,0,
0,2,40,VST,10,1,10,10,0,153.575,1,153.575,153.575,0,0,
0,2,41,LIN,10,1,10,10,0,504.245,1,504.245,504.245,0,0,
0,2,42,LRCX,10,1,10,10,0,263.745,1,263.745,263.745,0,0,
0,2,43,AMAT,10,1,10,10,0,398.91,1,398.91,398.91,0,0,
0,2,44,ASML,10,1,10,10,0,1468.55,1,1468.55,1468.55,0,0,
0,2,45,LMT,10,1,10,10,0,615.985,1,615.985,615.985,0,0,
0,2,46,AMD,10,1,10,10,0,245.83,1,245.83,245.83,0,0,
0,2,47,RTX,10,1,10,10,0,201.91,1,201.91,201.91,0,0,
0,2,48,DD,10,1,10,10,0,47.01,1,47.01,47.01,0,0,
0,2,49,APD,10,1,10,10,0,299.705,1,299.705,299.705,0,0,
48369,3,0,AMKR,137.517,1,137.517,10,2,120.548,1,299.195,299.195,1,0,
48369,3,1,LRCX,137.517,1,137.517,10,1,285.742,1,10.285,10.285,1,1,
48369,3,2,DD,137.517,1,137.517,10,0,108.963,1,90.765,90.765,1,0,
48369,3,3,RTX,137.517,1,137.517,10,1,158.558,1,297.165,297.165,0,0,
48369,3,4,AMD,137.517,1,137.517,10,1,299.371,1,499.23,499.23,0,0,
48369,3,5,LMT,137.517,1,137.517,10,0,462.742,1,46.735,46.735,0,0,
48369,3,6,ASML,137.517,1,137.517,10,1,1054.92,1,4.4448,4.4448,0,0,
48369,3,7,AMAT,137.517,1,137.517,10,1,734.11,1,672.985,672.985,0,0,
48369,3,8,LIN,137.517,1,137.517,10,1,408.947,1,195.88,195.88,0,0,
48369,3,9,VST,137.517,1,137.517,10,1,460.112,1,247.51,247.51,0,0,
48369,3,10,AAPL,137.517,1,137.517,10,1,269.566,1,607.29,607.29,0,0,
48369,3,11,STX,137.517,1,137.517,10,1,446.007,1,918.935,918.935,0,0,
48369,3,12,DELL,137.517,1,137.517,10,1,205.969,1,64.175,64.175,0,0,
48369,3,13,ASX,137.517,1,137.517,10,1,306.222,1,18.235,18.235,0,0,
48369,3,14,XPEV,137.517,1,137.517,10,2,152.25,1,6.865,6.865,0,0,
48369,3,15,APD,137.517,1,137.517,10,1,277.429,1,165.58,165.58,0,0,
48369,3,16,SNPS,134.992,1,134.992,10,1,372.99,1,389.91,389.91,0,0,
48369,3,17,ARM,134.992,1,134.992,10,1,424.034,1,260.955,260.955,0,0,
48369,3,18,HWM,134.992,1,134.992,10,2,186.968,1,119.225,119.225,0,0,
48369,3,19,HPQ,134.992,1,134.992,10,1,19.2106,1,531.8,531.8,0,0,
48369,3,20,IBM,134.992,1,134.992,10,0,185.789,1,135.84,135.84,0,0,
48369,3,21,HPE,134.992,1,134.992,10,2,68.836,1,269.795,269.795,0,0,
48369,3,22,ENTG,134.992,1,134.992,10,2,98.7545,1,307.095,307.095,0,0,
48369,3,23,TSEM,134.992,1,134.992,10,1,145.387,1,441.19,441.19,0,0,
48369,3,24,KLAC,134.992,1,134.992,10,2,1522.6,1,1735.2,1735.2,0,0,
48369,3,25,CSCO,134.992,1,134.992,10,0,116.872,1,62.915,62.915,0,0,
48369,3,26,MKSI,134.992,1,134.992,10,1,225.011,1,193.075,193.075,0,0,
48369,3,27,SMCI,134.992,1,134.992,10,1,58.3652,1,19.735,19.735,0,0,
48369,3,28,WDC,134.992,1,134.992,10,1,255.574,1,28.385,28.385,0,0,
48369,3,29,PSTG,134.992,1,134.992,10,2,115.272,1,84.505,84.505,0,0,
48369,3,30,CDNS,134.992,1,134.992,10,1,318.877,1,25.885,25.885,0,0,
48369,3,31,TTE,134.992,1,134.992,10,2,145.173,1,250.935,250.935,0,0,
48369,3,32,TSM,134.992,1,134.992,10,1,309.807,1,329.755,329.755,0,0,
48369,3,33,IMOS,134.992,1,134.992,10,1,74.4803,1,363.29,363.29,0,0,
48369,3,34,SNDK,134.992,1,134.992,10,0,608.247,1,198.37,198.37,0,0,
48369,3,35,CEG,134.992,1,134.992,10,1,261.137,1,10.6142,10.6142,0,0,
48369,3,36,NIO,134.992,1,134.992,10,1,18.3871,1,214.795,214.795,0,0,
48369,3,37,AWK,134.992,1,134.992,10,1,114.701,1,27.575,27.575,0,0,
48369,3,38,GSM,134.992,1,134.992,10,1,164.33,1,50.375,50.375,0,0,
48369,3,39,UMC,134.992,1,134.992,10,1,112.479,1,49.16,49.16,0,0,
48369,3,40,GFS,134.992,1,134.992,10,1,211.322,1,119.225,119.225,0,0,
48369,3,41,LEA,134.992,1,134.992,10,1,201.794,1,130.63,130.63,0,0,
48369,3,42,NOC,134.992,1,134.992,10,1,630.15,1,361.725,361.725,0,0,
48369,3,43,KEYS,134.992,1,134.992,10,1,254.932,1,271.565,271.565,0,0,
48369,3,44,NOK,134.992,1,134.992,10,1,8.05251,1,278.19,278.19,0,0,
48369,3,45,OKLO,134.992,1,134.992,10,1,48.2214,1,68.495,68.495,0,0,
48369,3,46,NVDA,134.992,1,134.992,10,1,286.344,1,457.25,457.25,0,0,
48369,3,47,INTC,134.992,1,134.992,10,1,137.161,1,134.445,134.445,0,0,
48369,3,48,MU,134.992,1,134.992,10,2,315.828,1,162.325,162.325,0,0,
48369,3,49,QCOM,134.992,1,134.992,10,1,90.8146,1,1410.72,1410.72,0,0,
